MSE,MSE_std,RMSE,RMSE_std,MAE,MAE_std,R2,R2_std,MAPE,MAPE_std,sMAPE,sMAPE_std,Baseline MSE,Baseline MSE_std,Baseline MAE,Baseline MAE_std,Baseline R2,Baseline R2_std,Fit Time,Fit Time_std,Prediction Time,Prediction Time_std,total_samples,n_splits,asset,model_type,task,stored_at,Accuracy,Accuracy_std,F1,F1_std,Precision,Precision_std,Recall,Recall_std,Baseline Accuracy,Baseline Accuracy_std,Baseline F1,Baseline F1_std,LogLoss,LogLoss_std
0.17841392459877897,0.14572562859745034,0.39818924413403256,0.15065286666371935,0.32606236368230623,0.14535680332780665,-0.9646205327247146,1.799289184030119,2.1066252807680437,3.9510470179217387,0.4544649921743652,0.2636141510266193,0.1989495374909526,0.1254183739044795,0.36303532444931463,0.12617871230162409,-1.3727141948266772,1.7716393415015614,407.02876048962526,38.905808422810296,0.00834347349973541,0.002160017958783259,8921,8,AAPL,arima,regression,2025-09-10T19:42:12.995104,,,,,,,,,,,,,,
0.19888341615773203,0.12464216084728354,0.4316156373341594,0.11995883944734374,0.36302625591239135,0.12562620987672807,-1.369706988510014,1.7596312663415115,2.097634232863821,4.076692199341658,0.5066260935465349,0.2362010737694601,0.1989495374909526,0.1254183739044795,0.36303532444931463,0.12617871230162409,-1.3727141948266772,1.7716393415015614,83.24834953912523,0.6669074700710892,0.03868742537497383,0.02266870222583086,8921,8,AAPL,enhanced_arima,regression,2025-09-10T19:43:32.050176,,,,,,,,,,,,,,
0.1456565376850523,0.0477177406541181,0.37714025383182703,0.06253471378561196,0.3011784529325488,0.051971578324411315,-0.6408986743675102,0.6431239935069132,1.9113382847344806,3.583945423630001,0.3998264751198703,0.12785433812181632,0.1989495374909526,0.1254183739044795,0.36303532444931463,0.12617871230162409,-1.3727141948266772,1.7716393415015614,8.30051007149973,0.7859335571792619,0.2023064218753916,0.0122555034523723,8921,8,AAPL,lstm,regression,2025-09-10T19:45:34.660252,,,,,,,,,,,,,,
0.16998836457509967,0.048947474521069845,0.40855525852105967,0.05924250703569217,0.33235337438282947,0.05889119165549351,-0.948173916639508,0.7941110249060566,1.4110864389448934,2.262889939500028,0.44778554184935193,0.11801240432956359,0.1989495374909526,0.1254183739044795,0.36303532444931463,0.12617871230162409,-1.3727141948266772,1.7716393415015614,7.648903127500489,2.57144835671376,0.2230335362498863,0.027350687565143805,8921,8,AAPL,stockmixer,regression,2025-09-10T19:45:47.725994,,,,,,,,,,,,,,
0.14724502792984978,0.06218870041519032,0.3761037828366987,0.08135265359286169,0.30052219242994216,0.06095324736975225,-0.601124759080699,0.565033322996594,2.2771708216421764,4.525978442274191,0.39161160541306894,0.1364518669933212,0.1989495374909526,0.1254183739044795,0.36303532444931463,0.12617871230162409,-1.3727141948266772,1.7716393415015614,48.805494289375474,6.176767347582124,0.02463212624957123,0.017638490260827158,8921,8,AAPL,xgboost,regression,2025-09-10T19:46:38.624599,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,8.637105487750205,1.4284729588223972,0.26890898887518233,0.033571818940166025,8921,8,AAPL,lstm,classification,2025-09-10T19:48:20.275422,0.6324404761904763,0.07502106807955157,0.6260121342453553,0.08486498871831215,0.6501160962391763,0.08288022158463984,0.6324404761904763,0.07502106807955157,0.5694444444444444,0.10618323936714008,0.4183488152377287,0.12592188979690466,,
,,,,,,,,,,,,,,,,,,5.723886151750321,0.8095647328702611,0.2390118122500553,0.03791644056418021,8921,8,AAPL,stockmixer,classification,2025-09-10T19:48:25.804999,0.6195436507936508,0.06556417163212586,0.6178732925936916,0.07233989686501523,0.6434562335667563,0.08489324956158095,0.6195436507936508,0.06556417163212586,0.5694444444444444,0.10618323936714008,0.4183488152377287,0.12592188979690466,,
,,,,,,,,,,,,,,,,,,77.60641040737528,7.185642055811191,0.03233492187519005,0.021146912454241225,8921,8,AAPL,xgboost,classification,2025-09-10T19:49:44.079619,0.6423611111111112,0.09398833967092464,0.6420660217722707,0.09270371477794062,0.6695583848723803,0.09530854133075746,0.6423611111111112,0.09398833967092464,0.5694444444444444,0.10618323936714008,0.4183488152377287,0.12592188979690466,0.7310554115118932,0.12126416196364542
0.16473266814112203,0.1680695128600164,0.3722897823652407,0.17281860378546807,0.3218821125431287,0.16790665294267146,-1.5401817969203802,1.7834485511762737,0.2818077112894511,0.13555818505164016,0.3123833284269736,0.21306503858886847,0.148537185445691,0.13416196048643542,0.3101860693905709,0.14257399685505476,-1.3354820081915215,1.416848220238588,389.6354786884997,30.92865073391887,0.010343177874801768,0.004077237461388809,8921,8,MSFT,arima,regression,2025-09-10T20:04:40.002068,,,,,,,,,,,,,,
0.14725622308737882,0.1339364375476442,0.3566085071999086,0.1515127365887353,0.3068457335369747,0.14452775014288838,-1.3058823089858353,1.4253746013187876,0.2717304519688088,0.11742449794380197,0.2910917945830934,0.17331669276644163,0.148537185445691,0.13416196048643542,0.3101860693905709,0.14257399685505476,-1.3354820081915215,1.416848220238588,82.99534308675084,0.6319389283915323,0.04175539962534458,0.02858180003470782,8921,8,MSFT,enhanced_arima,regression,2025-09-10T20:06:00.315535,,,,,,,,,,,,,,
0.18934197743500636,0.16690842923000374,0.40263184932634455,0.1764072280445095,0.3353965568667887,0.15672035777552915,-2.392670766251353,3.1576596142575464,0.3083365432964132,0.17472063904333696,0.30734809605030666,0.18246843613703354,0.148537185445691,0.13416196048643542,0.3101860693905709,0.14257399685505476,-1.3354820081915215,1.416848220238588,8.741005447874159,1.3853670343615714,0.2011136973746943,0.021767173729283353,8921,8,MSFT,lstm,regression,2025-09-10T20:07:55.620535,,,,,,,,,,,,,,
0.27988601378561273,0.32911677644225973,0.47878521612144054,0.24059623701880578,0.3894516292020894,0.20791443470650509,-4.51461498895439,7.423401954521365,0.3728020738302,0.2656597952609352,0.3132010838008429,0.12613758765511723,0.148537185445691,0.13416196048643542,0.3101860693905709,0.14257399685505476,-1.3354820081915215,1.416848220238588,7.425253228749625,2.0893106739892415,0.22367514587494952,0.028825538653751877,8921,8,MSFT,stockmixer,regression,2025-09-10T20:08:07.550823,,,,,,,,,,,,,,
0.1298507038275882,0.07218381022379375,0.3487937006160595,0.09676869764335902,0.2936688982625974,0.0889685686198902,-1.2683172842000836,1.1087464541979235,0.2667657034233679,0.10644840678628816,0.26292081481202956,0.10174538564152191,0.148537185445691,0.13416196048643542,0.3101860693905709,0.14257399685505476,-1.3354820081915215,1.416848220238588,52.6662726026243,4.161084815004713,0.028562758874159044,0.019803631875956615,8921,8,MSFT,xgboost,regression,2025-09-10T20:09:00.239689,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,7.889130714875137,1.269577549958272,0.25430859075004264,0.027543203822646984,8921,8,MSFT,lstm,classification,2025-09-10T20:10:50.298338,0.5282738095238095,0.09268685812729942,0.48046744611218717,0.1480383472779221,0.6564790933247594,0.11987747999290545,0.5282738095238095,0.09268685812729942,0.5565476190476191,0.16175894349404468,0.41045566619692886,0.1869263566479773,,
,,,,,,,,,,,,,,,,,,5.685191950249646,1.0332902470703407,0.23984634812541117,0.03519233916854779,8921,8,MSFT,stockmixer,classification,2025-09-10T20:10:58.040999,0.5287698412698413,0.11700342438301682,0.48624964579923896,0.1510619168103468,0.63708293443871,0.12180837778895079,0.5287698412698413,0.11700342438301682,0.5565476190476191,0.16175894349404468,0.41045566619692886,0.1869263566479773,,
,,,,,,,,,,,,,,,,,,76.74089694950044,8.824579747127782,0.03362378662586707,0.02063150301443632,8921,8,MSFT,xgboost,classification,2025-09-10T20:12:16.049447,0.5625,0.09211015120695651,0.5440234067348204,0.10037874963538922,0.6696602084726695,0.10313902315859043,0.5625,0.09211015120695651,0.5565476190476191,0.16175894349404468,0.41045566619692886,0.1869263566479773,0.8712527531326104,0.11085783014047261
0.20074911290960734,0.1737497643685639,0.4221256828947204,0.1605669268570347,0.3566526309548693,0.1550707356637966,-1.611641732763966,1.762914001568908,0.18066671200677706,0.13302995659975622,0.1692100668611507,0.08681896230018965,0.2395107856574798,0.17539461501902923,0.39667207526651505,0.15866333888754267,-2.065577008805963,1.6868266944120094,354.43748673812524,32.2043330672434,0.005897053125409002,0.0019433047607736766,8921,8,^GSPC,arima,regression,2025-09-10T20:26:31.207927,,,,,,,,,,,,,,
0.2381190931066659,0.17504023566185287,0.46291161017802007,0.16503483361852925,0.3951844081995586,0.15818534891201705,-2.0387250615996417,1.656154191564205,0.19783586886728383,0.12992657669356633,0.184894850653671,0.08327586358129169,0.2395107856574798,0.17539461501902923,0.39667207526651505,0.15866333888754267,-2.065577008805963,1.6868266944120094,84.72411968049983,0.6580611914788004,0.04326693912526025,0.027905787251980386,8921,8,^GSPC,enhanced_arima,regression,2025-09-10T20:27:53.084834,,,,,,,,,,,,,,
0.24641859068633526,0.1924138348515034,0.4675015148300674,0.1784406241956853,0.37876407058926054,0.16085073565501376,-2.7010709278778453,3.8645861164097988,0.19096685208492514,0.07941655052039419,0.18392607839547315,0.10264366996196021,0.2395107856574798,0.17539461501902923,0.39667207526651505,0.15866333888754267,-2.065577008805963,1.6868266944120094,7.348290175124475,1.5321774864677944,0.1914503656253146,0.014270088294732369,8921,8,^GSPC,lstm,regression,2025-09-10T20:30:02.346976,,,,,,,,,,,,,,
0.5007892108929656,0.29765562802382023,0.6783634227450998,0.21543915965704938,0.5482734491549341,0.16964659482168484,-5.653984468939818,3.9966673131650543,0.2806824407846617,0.11823310838636926,0.23482671937904445,0.0761496043860811,0.2395107856574798,0.17539461501902923,0.39667207526651505,0.15866333888754267,-2.065577008805963,1.6868266944120094,5.8704708017503435,1.1929317082012645,0.22977565274959488,0.027512750251988228,8921,8,^GSPC,stockmixer,regression,2025-09-10T20:30:12.546112,,,,,,,,,,,,,,
0.17013198174669952,0.09794428293927261,0.3981527752600401,0.11517117347385894,0.3298710446855857,0.09882132005897729,-1.2571066703518248,1.2568756780994217,0.17038517091892802,0.0951431860640489,0.15822181973339483,0.0668961578812394,0.2395107856574798,0.17539461501902923,0.39667207526651505,0.15866333888754267,-2.065577008805963,1.6868266944120094,52.659061836749515,5.088052749563047,0.024848904374721315,0.019519807363873348,8921,8,^GSPC,xgboost,regression,2025-09-10T20:31:05.679659,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,9.689791139874615,1.6001909806143861,0.2696483472500404,0.030933344755002652,8921,8,^GSPC,lstm,classification,2025-09-10T20:32:43.708561,0.6205357142857143,0.0986478040750083,0.5874729754260265,0.07228417761240846,0.6778321839789085,0.08919986538657428,0.6205357142857143,0.0986478040750083,0.5932539682539683,0.15092785530546923,0.4520157861696672,0.17897355607350893,,
,,,,,,,,,,,,,,,,,,6.214187781000419,0.8542787622585651,0.24466214049925838,0.03635135831715757,8921,8,^GSPC,stockmixer,classification,2025-09-10T20:32:51.987740,0.5967261904761905,0.13418395488006574,0.553497404270537,0.13039144444039824,0.6758259666131972,0.10746095754550779,0.5967261904761905,0.13418395488006574,0.5932539682539683,0.15092785530546923,0.4520157861696672,0.17897355607350893,,
,,,,,,,,,,,,,,,,,,82.14148117974946,6.26754473136327,0.03012344462422334,0.016254371120631432,8921,8,^GSPC,xgboost,classification,2025-09-10T20:34:11.858284,0.6116071428571428,0.15806888189954438,0.5573456310123976,0.1750629372049384,0.6552418024268348,0.12628780371552312,0.6116071428571428,0.15806888189954438,0.5932539682539683,0.15092785530546923,0.4520157861696672,0.17897355607350893,0.857593500083828,0.4382973122885918
0.14090274780318807,0.03912355913779967,0.37202870632377316,0.053424333399120186,0.2887825187274056,0.04910822359140276,-0.5261726326315544,0.5514947841567542,0.15144657642735165,0.031423911919610484,0.1380967559390341,0.022304259262799258,0.16700208443759973,0.07203773421432519,0.318060172956932,0.06456677752886518,-0.7779431815578193,0.7599808216621903,352.46423434787494,58.49709792603498,0.007831301999431162,0.003299389158874087,3662,8,IOZ.AX,arima,regression,2025-09-10T20:48:44.532385,,,,,,,,,,,,,,
0.15049004086175952,0.03858754011349029,0.384654592051423,0.05378141660475965,0.2983586233086909,0.050372852105704226,-0.6446652651908609,0.6304163988456655,0.15832461697569294,0.03239009657020276,0.1426424067492349,0.026922399778201128,0.16700208443759973,0.07203773421432519,0.318060172956932,0.06456677752886518,-0.7779431815578193,0.7599808216621903,82.64822597362445,5.966125184977458,0.04490248425008758,0.02715830333027046,3662,8,IOZ.AX,enhanced_arima,regression,2025-09-10T20:50:04.280025,,,,,,,,,,,,,,
0.2862941850767826,0.13387325693022933,0.5213558046098061,0.12865151190691956,0.4150265588003241,0.1122214951262651,-1.9296450447660518,1.1512600879947057,0.21217100416730306,0.06259211526769859,0.1990808536120969,0.0631117141410819,0.16700208443759973,0.07203773421432519,0.318060172956932,0.06456677752886518,-0.7779431815578193,0.7599808216621903,6.76006620175076,1.43722748669886,0.19150475412516244,0.00952776299946391,3662,8,IOZ.AX,lstm,regression,2025-09-10T20:52:14.091722,,,,,,,,,,,,,,
0.40894302862783205,0.15427039663026557,0.62961023741096,0.11968519457379635,0.5011506403390811,0.0887734961043816,-3.4504179156056516,2.1883247127432295,0.2598069672779303,0.07338858004584349,0.23302955502980463,0.047896513380377724,0.16700208443759973,0.07203773421432519,0.318060172956932,0.06456677752886518,-0.7779431815578193,0.7599808216621903,5.29768199675118,1.0137696994793473,0.22510312137501387,0.027174292174589724,3662,8,IOZ.AX,stockmixer,regression,2025-09-10T20:52:21.830663,,,,,,,,,,,,,,
0.19272753956668254,0.07810728585017908,0.43165585111257077,0.08552871375468621,0.3483215395516196,0.08747334033165335,-1.0589443903543354,0.7705414364733795,0.1726570712951229,0.0363562051248421,0.16912104388942595,0.0420336685736991,0.16700208443759973,0.07203773421432519,0.318060172956932,0.06456677752886518,-0.7779431815578193,0.7599808216621903,57.23231718899979,6.405934478704907,0.02077341250014797,0.01885447739382608,3662,8,IOZ.AX,xgboost,regression,2025-09-10T20:53:19.975141,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6.662944232874452,1.6218709481877973,0.24988759887537526,0.02066929940594669,3662,8,IOZ.AX,lstm,classification,2025-09-10T20:55:16.436936,0.5168650793650794,0.058657720234501935,0.4702365548238664,0.09520267827598565,0.6047363840067557,0.087624777600931,0.5168650793650794,0.058657720234501935,0.4935515873015873,0.13649438147908885,0.3366582220292409,0.14268652008985672,,
,,,,,,,,,,,,,,,,,,5.403025239375893,0.5710937996950797,0.23476803474977714,0.03085179148611663,3662,8,IOZ.AX,stockmixer,classification,2025-09-10T20:55:21.622911,0.503968253968254,0.06623198098383178,0.44270224922058177,0.08967266674445823,0.5603606440816373,0.14542219893722058,0.503968253968254,0.06623198098383178,0.4935515873015873,0.13649438147908885,0.3366582220292409,0.14268652008985672,,
,,,,,,,,,,,,,,,,,,73.29881120662549,9.228240531774981,0.030053132250941417,0.019916477989634203,3662,8,IOZ.AX,xgboost,classification,2025-09-10T20:56:36.499843,0.5525793650793651,0.0856825232995492,0.5121528362690104,0.10422960228802715,0.6417578867119398,0.09257551522098598,0.5525793650793651,0.0856825232995492,0.4935515873015873,0.13649438147908885,0.3366582220292409,0.14268652008985672,0.8938364882575176,0.19879232301564576
0.428620604485217,0.36436170530056494,0.5930703231524934,0.2964324953866545,0.4572652131268612,0.20962358413286497,-0.22346617853264641,0.43430275378329253,0.284020634828209,0.13404981447746955,0.2488691465920375,0.10327740474431202,0.5233591641437693,0.4502637298616084,0.4943416090201341,0.209973887317709,-0.5781315843467321,1.0180391655705368,365.0255376148739,52.44350558686971,0.008760023624290625,0.005807757712151086,7969,8,CBA.AX,arima,regression,2025-09-10T21:10:53.795184,,,,,,,,,,,,,,
0.539203269430548,0.4708569965445647,0.6610710008245796,0.3417407560448403,0.5041445860697296,0.22324624082337435,-0.5891258113861177,1.0123797580648402,0.2869961916599496,0.12316347694822892,0.28097656237649055,0.10821621475088489,0.5233591641437693,0.4502637298616084,0.4943416090201341,0.209973887317709,-0.5781315843467321,1.0180391655705368,139.13097591250016,20.02894956655415,0.03896255887593725,0.025727164052464554,7969,8,CBA.AX,enhanced_arima,regression,2025-09-10T21:13:16.836591,,,,,,,,,,,,,,
1.0844403951558803,1.390582557901173,0.8672409710077691,0.616287032719919,0.7214233202924825,0.541068809936146,-1.2386848216675712,1.2989277033830247,0.45155055932914917,0.35670039307137164,0.34632703374731744,0.19076166974574482,0.5233591641437693,0.4502637298616084,0.4943416090201341,0.209973887317709,-0.5781315843467321,1.0180391655705368,8.183738667749822,1.456488877147127,0.20509649912582972,0.02077768838445252,7969,8,CBA.AX,lstm,regression,2025-09-10T21:15:07.467622,,,,,,,,,,,,,,
1.7351140889426744,2.742014179867725,1.0456318280866252,0.8564165668877978,0.8667688073330111,0.7624622564597384,-2.307053933147561,2.877454817475785,0.5412430548047474,0.49774543706473495,0.3919342736986122,0.22266849458971896,0.5233591641437693,0.4502637298616084,0.4943416090201341,0.209973887317709,-0.5781315843467321,1.0180391655705368,7.363189493374193,1.6034452747171886,0.22637465962407077,0.026756666335193833,7969,8,CBA.AX,stockmixer,regression,2025-09-10T21:15:16.816018,,,,,,,,,,,,,,
0.5201221408413332,0.4762325023220373,0.6435721602516302,0.3479524029689499,0.5071594415024028,0.264904158930858,-0.3315017924224394,0.17566536679831227,0.3205048084301396,0.19167484023947381,0.2726776148476048,0.12397567012389428,0.5233591641437693,0.4502637298616084,0.4943416090201341,0.209973887317709,-0.5781315843467321,1.0180391655705368,83.0365360931255,6.704830865058972,0.02704987112474555,0.020936232316043215,7969,8,CBA.AX,xgboost,regression,2025-09-10T21:16:39.746014,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,8.732507756375071,1.846226754903868,0.2680769505000171,0.03239832992501525,7969,8,CBA.AX,lstm,classification,2025-09-10T21:18:19.875833,0.5595238095238095,0.16556976261049997,0.5305016218414406,0.1986126623126993,0.6022911925680166,0.22721584419851085,0.5595238095238095,0.16556976261049997,0.5223214285714286,0.21127192718031346,0.38123893858216995,0.23534597224408355,,
,,,,,,,,,,,,,,,,,,6.3732146410002315,1.402727813040628,0.23822381524996672,0.03371166713233507,7969,8,CBA.AX,stockmixer,classification,2025-09-10T21:18:29.074027,0.5570436507936507,0.14313932668219975,0.5281250054204814,0.18499710997903346,0.5938144806488659,0.21947964609224827,0.5570436507936507,0.14313932668219975,0.5223214285714286,0.21127192718031346,0.38123893858216995,0.23534597224408355,,
,,,,,,,,,,,,,,,,,,80.17831825699932,7.066988389906882,0.03000161099998877,0.02212327204213693,7969,8,CBA.AX,xgboost,classification,2025-09-10T21:19:49.573893,0.6364087301587302,0.10825901988798542,0.6101602518229678,0.15444357130018427,0.7052246756778513,0.11227587883772264,0.6364087301587302,0.10825901988798542,0.5223214285714286,0.21127192718031346,0.38123893858216995,0.23534597224408355,0.7831002158804308,0.2199243034907424
0.8044718814206013,0.6206287414477453,0.8288124410662611,0.36651535762699206,0.641704659518118,0.2439023270336868,-0.9268187702578415,1.565045382938404,0.41433378942390664,0.11869456464629506,0.3502996466966133,0.07738833364771436,0.8133660218372404,0.6833035014290387,0.5898991638907374,0.29968243907759823,-0.45050552002312566,0.7711747115745984,398.51234401525016,41.518855130050156,0.009998463000101765,0.004979124612744524,8342,8,BHP.AX,arima,regression,2025-09-10T21:34:57.878498,,,,,,,,,,,,,,
0.8018103862647461,0.6401481040857387,0.8169710280629048,0.3918727571482307,0.632863711476098,0.2876974954813121,-0.8255004663757075,1.829730189593796,0.4140561406960326,0.17433575421055303,0.36171128945212117,0.12433978980860043,0.8133660218372404,0.6833035014290387,0.5898991638907374,0.29968243907759823,-0.45050552002312566,0.7711747115745984,187.33998074687452,14.473524624511116,0.044550767375767464,0.03232941277482917,8342,8,BHP.AX,enhanced_arima,regression,2025-09-10T21:38:03.264519,,,,,,,,,,,,,,
1.6371779697246338,1.522823662881782,1.1247184973323905,0.6521930226840199,0.8357924926342231,0.5346931516066646,-2.635568008770999,4.3620357814992,0.5550300133603084,0.4314317999316248,0.3977656876595954,0.17464812285307962,0.8133660218372404,0.6833035014290387,0.5898991638907374,0.29968243907759823,-0.45050552002312566,0.7711747115745984,8.690750470749663,1.4155616558101818,0.2161586006250218,0.015864909362524875,8342,8,BHP.AX,lstm,regression,2025-09-10T21:40:24.950976,,,,,,,,,,,,,,
1.7815667843616758,1.5099511117805116,1.2012233112860147,0.6220972278485443,0.9417179705090111,0.5273489786844526,-5.735587367586204,12.15675229661698,0.6415205742031493,0.440216355351619,0.4475481571356752,0.17987900323819422,0.8133660218372404,0.6833035014290387,0.5898991638907374,0.29968243907759823,-0.45050552002312566,0.7711747115745984,10.568711807500677,1.8560085265900914,0.2832907089996297,0.032701877154513566,8342,8,BHP.AX,stockmixer,regression,2025-09-10T21:40:38.679911,,,,,,,,,,,,,,
1.4733143656657166,1.4234418071539416,1.0783816929299541,0.5956099298982682,0.8528392380941499,0.5340373436824991,-2.535349053712494,3.40396075339556,0.6125661083990852,0.4477720239293902,0.40928063810206405,0.17915680641265153,0.8133660218372404,0.6833035014290387,0.5898991638907374,0.29968243907759823,-0.45050552002312566,0.7711747115745984,97.30799128212448,6.285567186964163,0.02631353762399158,0.02148818774674765,8342,8,BHP.AX,xgboost,regression,2025-09-10T21:42:15.275483,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,11.223570494124488,1.9743661563095731,0.32307708212465513,0.04930953529400295,8342,8,BHP.AX,lstm,classification,2025-09-10T21:43:50.846955,0.5798611111111112,0.08990244295646857,0.5515484313959322,0.100467879480308,0.6375451243221814,0.07770499900976989,0.5798611111111112,0.08990244295646857,0.5193452380952381,0.11040913457103366,0.36114324471947923,0.125106200519395,,
,,,,,,,,,,,,,,,,,,6.982013334875319,1.0497340257979901,0.24820886912493734,0.03535282932322544,8342,8,BHP.AX,stockmixer,classification,2025-09-10T21:43:59.742513,0.6006944444444444,0.09703838651631608,0.5834133103218648,0.10643050895667137,0.6502733569857619,0.10061330581631207,0.6006944444444444,0.09703838651631608,0.5193452380952381,0.11040913457103366,0.36114324471947923,0.125106200519395,,
,,,,,,,,,,,,,,,,,,80.99026060550068,10.532220777424213,0.034740282999791816,0.009695882999359444,8342,8,BHP.AX,xgboost,classification,2025-09-10T21:45:21.418082,0.6205357142857143,0.09330370893252367,0.6022164837416106,0.11088781720113429,0.6654148995197691,0.10817966451211211,0.6205357142857143,0.09330370893252367,0.5193452380952381,0.11040913457103366,0.36114324471947923,0.125106200519395,0.8533533425359696,0.29247019909192357
